system:index,CD_GEOCMU,NM_MUNICIP,mean,.geo
0000f0702c0017e567cc,2205359,JOÃO COSTA,1.0,
0000d9153e500f495d02,2208874,RIBEIRA DO PIAUÍ,1.0,
00003ff892b3687698bc,2207934,PEDRO LAURENTINO,1.0,
0000d15c528656bea8c3,2207306,PAES LANDIM,1.0,
0000de86ddf8cb913bd9,2210904,SOCORRO DO PIAUÍ,1.0,
00007a66eb4a7d4082ed,2207355,PAJEÚ DO PIAUÍ,1.0,
00007b5d481e6b18c269,2201988,BREJO DO PIAUÍ,1.0,
00005c5486e0f469d66c,2202307,CANTO DO BURITI,1.0,
0000847011b8f95a01c2,2210953,TAMBORIL DO PIAUÍ,1.0,
0000158fbc0c1b0eeb36,2207850,PAVUSSU,1.0,
00009e8425cb499901c2,2209005,RIO GRANDE DO PIAUÍ,1.0,
0000f479ebba5b3f4903,2203800,FLORES DO PIAUÍ,1.0,
0000cbe820ed11691074,2202251,CANAVIEIRA,1.0,
00006910be0bf9ecb23d,2203602,ELISEU MARTINS,1.0,
0000b7b2b626cd18cf7d,2201705,BERTOLÍNIA,1.0,
000068347709520d5772,2205904,MANOEL EMÍDIO,1.0,
0000421fe6b4e8a95231,2202752,COLÔNIA DO GURGUÉIA,1.0,
00007a151eb246cd3ee3,2200459,ALVORADA DO GURGUÉIA,1.0,
0000ab28832b38da6fb3,2203107,CRISTINO CASTRO,1.0,
00009eaf12b2e51f6795,2204550,GUARIBAS,1.032111723446894,
000021cff321a784b641,2202505,CARACOL,1.0,
000049003a789478685b,2205532,JUREMA,1.0,
0000c64772aacb844bdf,2209559,SÃO BRAZ DO PIAUÍ,1.0,
00005bf2e6b417dc0301,2201929,BONFIM DO PIAUÍ,1.0,
00004a1910a6d0d925cd,2200707,ANÍSIO DE ABREU,1.0,
00005d918f2304d9880f,2211357,VÁRZEA BRANCA,1.0,
000090fd6e5a10cc13f4,2905909,CAMPO ALEGRE DE LOURDES,1.182405880717169,
0000d42cfc4d23ab98a6,2203750,FARTURA DO PIAUÍ,1.0,
00007dd94c24deb35097,2201903,BOM JESUS,1.4075775373003765,
000001d09dffbf323892,2209302,SANTA LUZ,1.0,
00009dee380ec43ca2fa,2207405,PALMEIRA DO PIAUÍ,1.0,
00000aef5ff1859a24a7,2203230,CURRAIS,1.0,
0000e6260fad14afc620,2201150,BAIXA GRANDE DO RIBEIRO,1.0600730640648333,
000097a7621d7e09b5fa,2211209,URUÇUÍ,1.0007957632339743,
00004a2d57000f019ef3,2210631,SEBASTIÃO LEAL,1.0,
00006268d11f3745ddfc,2208908,RIBEIRO GONÇALVES,1.0006437936719794,
0000719ab8fc8ce186f0,2110807,SÃO FÉLIX DE BALSAS,1.9744584036310109,
0000e2e65c67e448c08c,2101806,BENEDITO LEITE,1.7035968447038308,
0000ea28b93c9b95f1cf,2106102,LORETO,1.93869437728725,
0000cd96293df21cddf1,2110658,SÃO DOMINGOS DO AZEITÃO,2.0,
0000527c6332804f83b3,2106706,MIRADOR,3.3354493460645362,
0000e2c1918baedf320d,2111904,SUCUPIRA DO NORTE,1.978425920878082,
0000105210df2dd64e49,2108009,PASTOS BONS,1.431939648378731,
000023548fc27fc5a264,2208551,PORTO ALEGRE DO PIAUÍ,1.0,
000065c9209c9a5335e8,2107308,NOVA IORQUE,1.0,
000090aee2fcd25263f4,2200806,ANTÔNIO ALMEIDA,1.0,
0000b984727f9371feff,2204501,GUADALUPE,1.0,
00000037dedf4ac3f5c3,2206001,MARCOS PARENTE,1.0,
00002788ade2b4277516,2205300,JERUMENHA,1.0,
0000c3337a9fd2711cd9,2205607,LANDRI SALES,1.0,
0000684cc51a46bb9eb6,2205102,ITAUEIRA,1.0,
000093765a285bfcaaec,2203909,FLORIANO,1.0,
00006a339fb0b7f612af,2210102,SÃO JOSÉ DO PEIXE,1.0,
0000d19c5623270ebe62,2209708,SÃO FRANCISCO DO PIAUÍ,1.0,
00001f4e49374f393ce8,2206704,NAZARÉ DO PIAUÍ,1.0,
0000ec7bb36e4688ed54,2207009,OEIRAS,1.0,
000090977d9e5de58611,2204105,FRANCISCO AYRES,1.0,
000021785d63ceef3a69,2202075,CAJAZEIRAS DO PIAUÍ,1.0,
0000df8a9b9f4a19414a,2201002,ARRAIAL,1.0,
0000680129c12b44a3ef,2101509,BARÃO DE GRAJAÚ,1.0,
0000e91ebc25e67f6098,2111102,SÃO JOÃO DOS PATOS,1.0,
00004b61133c099c40f7,2111953,SUCUPIRA DO RIACHÃO,1.0,
0000a5fb09972ab4608c,2107704,PARAIBANO,1.0,
0000dc41579f153c8116,2107902,PASSAGEM FRANCA,1.0,
00007e3f46553d1eef2b,2105922,LAGOA DO MATO,1.0,
0000b6e9c80637230bc7,2110906,SÃO FRANCISCO DO MARANHÃO,1.0,
000040838cb5aa91836f,2200509,AMARANTE,1.0,
00004a4cbcded92f60e6,2208809,REGENERAÇÃO,1.0,
0000adad349d740627a0,2207504,PALMEIRAIS,1.0,
0000caa8185efa505c98,2200608,ANGICAL DO PIAUÍ,1.0,
00000d1c375388fba56a,2205250,JARDIM DO MULATO,1.0,
0000c596b68634ce3cc9,2209450,SANTO ANTÔNIO DOS MILAGRES,1.0,
0000509ed3b493e75d95,2209807,SÃO GONÇALO DO PIAUÍ,1.0,
0000054d1067f80e2979,2204600,HUGO NAPOLEÃO,1.0,
00000dae46306c6c224f,2210508,SÃO PEDRO DO PIAUÍ,1.0,
000076f7d51844d38e8f,2200202,ÁGUA BRANCA,1.0,
00008e797bf4424c1a7b,2207108,OLHO D'ÁGUA DO PIAUÍ,1.0,
0000a7a1494e07f1cf15,2205540,LAGOINHA DO PIAUÍ,1.0,
0000df2484995b7ca152,2200103,AGRICOLÂNDIA,1.0,
000045699bc9b355457c,2201408,BARRO DURO,1.0,
000020704c6bb825417b,2206308,MIGUEL LEÃO,1.0,
0000ca610a907c122591,2107803,PARNARAMA,1.1397359493350525,
0000b31b6b2cae86c032,2102309,BURITI BRAVO,1.4280532491086082,
000073faa08ecf2a2aab,2104206,FORTUNA,2.6709372892784904,
0000628e3f0ca88dc05e,2103505,COLINAS,2.2420647049196156,
0000b8bc02f6c082e37f,2105450,JATOBÁ,3.0847316599639436,
00005c00553890946519,2104628,GOVERNADOR LUIZ ROCHA,3.0,
0000f21f0536f2c6544f,2110708,SÃO DOMINGOS DO MARANHÃO,3.552052119913767,
0000122f43c6d8533a8f,2112308,TUNTUM,4.0,
0000dc439afb09393d83,2104081,FERNANDO FALCÃO,4.0,
000003c6352a21a83195,2101608,BARRA DO CORDA,4.323955933493949,
000044dbb2070dc0f5a2,2109759,SANTA FILOMENA DO MARANHÃO,4.0,
0000d391737b88fc7a83,2111631,SÃO RAIMUNDO DO DOCA BEZERRA,5.0,
00007f6ca4d70355e1c9,2111672,SÃO ROBERTO,5.0,
00004b38a4375364fbb2,2105609,JOSELÂNDIA,4.025130872613624,
0000129334e40c215f22,2109106,PRESIDENTE DUTRA,4.0,
000077f3ddb00eee972f,2111250,SÃO JOSÉ DOS BASÍLIOS,4.0,
0000daf2b4ccbc6ac177,2103802,DOM PEDRO,4.0,
0000f975146456e23059,2104701,GRAÇA ARANHA,3.9645899280575536,
00006c6869b9104e8819,2104602,GOVERNADOR EUGÊNIO BARROS,3.122741766620932,
00007f5974b88ca16d1f,2111748,SENADOR ALEXANDRE COSTA,3.0,
0000edc4153b4bea6a56,2103000,CAXIAS,1.388231714189112,
0000753bd02af01f3fb9,2111078,SÃO JOÃO DO SOTER,2.8431266070589767,
000091443172ff7cf08a,2104404,GONÇALVES DIAS,3.7108145136341553,
000020c6387088c362cf,2104503,GOVERNADOR ARCHER,4.0,
000050b27864430a7ca1,2110302,SANTO ANTÔNIO DOS LOPES,4.0,
00004630f3c1344cb329,2103307,CODÓ,3.038592944488117,
000050349c6c501fbb71,2102754,CAPINZAL DO NORTE,4.0,
0000359e943e456b0b0c,2106003,LIMA CAMPOS,4.0,
00000bbedc93d2c2ca83,2108207,PEDREIRAS,4.044766774496503,
0000c688d852ca5521dd,2112233,TRIZIDELA DO VALE,4.560618461584249,
0000c81b4af8b230b34c,2101939,BERNARDO DO MEARIM,4.734800295277135,
00004c1bfd6be828eca9,2108900,POÇÃO DE PEDRAS,4.951976187190762,
0000b30db99fd14e66c7,2104008,ESPERANTINÓPOLIS,4.924968708187666,
00002747ce0894365c46,2105948,LAGO DOS RODRIGUES,5.0,
0000110f19f85a917d8b,2105203,IGARAPÉ GRANDE,5.0,
0000e8257dfb0f40df32,2105807,LAGO DO JUNCO,5.0,
0000fedc8e43d9e347ae,2111409,SÃO LUÍS GONZAGA DO MARANHÃO,4.288392101975364,
0000dfbd3c01c8bf7d79,2102077,BOM LUGAR,5.0,
0000f2ae35aea06cbbdc,2101202,BACABAL,4.607812061287998,
000059ef8010e9fae91e,2108454,PERITORÓ,4.0,
00001170500049c11eb7,2100436,ALTO ALEGRE DO MARANHÃO,4.0,
000033c79e91940a23dd,2111508,SÃO MATEUS DO MARANHÃO,4.03721976673418,
000060fb622d9673d72b,2103604,COROATÁ,3.1191092072952014,
0000c505712114ab1c81,2105906,LAGO VERDE,4.9984089499696225,
00002ffbe3467432bf05,2108702,PIO XII,4.978405981865324,
0000aff02bea1b4423c7,2103554,CONCEIÇÃO DO LAGO-AÇU,4.964078554193764,
0000c64d56212e6fbde9,2112902,VITÓRIA DO MEARIM,5.200780088141244,
00007c7bf4f444fd65de,2105153,IGARAPÉ DO MEIO,4.996588151774266,
00001089d1742b9c87fe,2101004,ARARI,4.234897328446069,
00004622d7a0bc463a78,2106631,MATÕES DO NORTE,3.9887730435124404,
0000e7a98d9ec623ac1f,2106755,MIRANDA DO NORTE,3.9030614581425156,
0000b5d6319bf8cc7cb7,2102705,CANTANHEDE,2.53425577917879,
0000b055ba1ec7a692ec,2108801,PIRAPEMAS,2.572333996609921,
00005a4146ed34e8e4f1,2112704,VARGEM GRANDE,2.027906197521311,
00000b84e6b9138df294,2112100,TIMBIRAS,2.151832969549881,
000084aca9e4380017e4,2100303,ALDEIAS ALTAS,1.412886830084283,
00008faccac6df86a4af,2103406,COELHO NETO,1.2971324271098514,
0000f30c01ca121ebb6b,2100105,AFONSO CUNHA,1.329238923534794,
0000e3ce842b1540f33a,2103208,CHAPADINHA,2.373457825689056,
000080b3d2bb29452b1b,2106409,MATA ROMA,2.3549567507920126,
0000f7fc7189e667b71b,2102200,BURITI,2.0151230986855695,
0000290efa464eef05ff,2103901,DUQUE BACELAR,2.0,
000095bc85a562893000,2206209,MIGUEL ALVES,2.0,
00000072681c7bb0dcf4,2100808,ANAPURUS,2.0,
00004bc7fc3c9ca2805b,2102101,BREJO,2.0,
00009b45a2f1ace24424,2208502,PORTO,2.0,
0000ad030dddb9c7a047,2202174,CAMPO LARGO DO PIAUÍ,2.0,
0000441118fe2f7762cc,2206100,MATIAS OLÍMPIO,2.0,
0000b81f401f211d4358,2206803,NOSSA SENHORA DOS REMÉDIOS,2.0,
00009aa5a91dd64ecf85,2201200,BARRAS,2.0,
0000cc371808afc16d9f,2202059,CABECEIRAS DO PIAUÍ,2.0,
0000c27d9e7bfe4f56ff,2205557,LAGOA ALEGRE,2.0,
00004e71acb501631d02,2211100,UNIÃO,1.9744441375270811,
0000c480f3f8a7aa43a0,2205508,JOSÉ DE FREITAS,2.0,
00006d7ebe1475565916,2211001,TERESINA,1.347156305047854,
0000305ecbcea6d20803,2112209,TIMON,1.0,
0000eb369216ceb905c8,2200400,ALTOS,1.887912437453868,
00009ce798e552c12f43,2207793,PAU D'ARCO DO PIAUÍ,1.01129841042428,
0000f12de54a82ee1031,2106607,MATÕES,1.0044641947122732,
0000d3d31521bb138a51,2203255,CURRALINHOS,1.0,
00003a34d983d82d475a,2206720,NAZÁRIA,1.0,
00007353973116401e94,2205581,LAGOA DO PIAUÍ,1.0,
00005035e5e97302ec34,2203305,DEMERVAL LOBÃO,1.0,
0000a6af6c46581a1891,2201606,BENEDITINOS,1.0,
0000d419b97270784317,2206407,MONSENHOR GIL,1.0,
00006f8abfa515aa9b19,2207751,PASSAGEM FRANCA DO PIAUÍ,1.0,
00008acfb8a32f258aef,2210383,SÃO MIGUEL DA BAIXA GRANDE,1.0,
00003454fcae34870c68,2200301,ALTO LONGÁ,1.1362647781757067,
00008b06aaa4e9d84dbb,2202737,COIVARAS,1.8977900774719838,
000075a718a3e9ed5c6e,2206951,NOVO SANTO ANTÔNIO,1.1739770953541802,
000018aee214e953babd,2209906,SÃO JOÃO DA SERRA,1.0,
00006471f1cd45b6ea31,2210409,SÃO MIGUEL DO TAPUIO,1.0,
00003b774bac92cc72d2,2208601,PRATA DO PIAUÍ,1.0,
0000c102ab0616d8e943,2209609,SÃO FÉLIX DO PIAUÍ,1.0,
000017074c645704978d,2209153,SANTA CRUZ DOS MILAGRES,1.0,
00008d56412ddc7f8b9e,2202604,CASTELO DO PIAUÍ,1.0771975800830793,
00001772abb3eb70aace,2202026,BURITI DOS MONTES,1.2343432574156927,
0000de9f6e1e5ada124e,2210656,SIGEFREDO PACHECO,2.0,
0000253dca884818cdf8,2205516,JUAZEIRO DO PIAUÍ,1.9987803702477398,
0000059f433e9fc7cf63,2206357,MILTON BRANDÃO,2.0,
00000c6ba0f8f8b2dc7a,2205276,JATOBÁ DO PIAUÍ,2.0,
00003d8dde03d69cf3ad,2202208,CAMPO MAIOR,2.0,
00004d879acf90a65b1f,2206753,NOSSA SENHORA DE NAZARÉ,2.0,
00007f641acf4468fe06,2201945,BOQUEIRÃO DO PIAUÍ,2.0,
0000fd2d269e9fec1ed1,2202711,COCAL DE TELHA,2.0,
000088e9ea1ffbfa9c7c,2202406,CAPITÃO DE CAMPOS,2.0,
0000d744e93ae852b4bc,2201770,BOA HORA,2.0,
0000bedf95bc2f7e9724,2208403,PIRIPIRI,2.0,
0000fcbe0da596f71813,2201507,BATALHA,2.0,
0000d58053978b92ea0f,2203701,ESPERANTINA,2.0,
0000573bd3f007264f9c,2209971,SÃO JOÃO DO ARRAIAL,2.0,
000041d89e63789a0ebf,2205805,LUZILÂNDIA,2.0,
000003c1de356a52b399,2206670,MORRO DO CHAPÉU DO PIAUÍ,2.0,
00004a2c2b96f65f5ab2,2210052,SÃO JOSÉ DO DIVINO,2.0,
00007892000c3270ce70,2201960,BRASILEIRA,2.0,
00009fce88e4b1596bed,2208304,PIRACURUCA,2.0,
00005b3afd14c1c7b79e,2209872,SÃO JOÃO DA FRONTEIRA,2.0,
0000ab1b6d7c2eb5ffc0,2313401,TIANGUÁ,2.0,
000035828ac1cde4f330,2203420,DOMINGOS MOURÃO,2.0,
0000336698b6afbdf9ad,2207900,PEDRO II,2.0,
0000ec29bdc6711769d6,2205573,LAGOA DE SÃO FRANCISCO,2.0,
0000ad19ac0b1ca12e54,2311009,PORANGA,1.861565936031676,
00009f5fd01c15a153f2,2305902,IPUEIRAS,2.0,
0000f96d171ef21ad45f,2305654,IPAPORANGA,1.0374840780274,
0000f7e731ab9da3444f,2301257,ARARENDÁ,1.58526951409146,
0000c9a28257b3100c33,2309300,NOVA RUSSAS,1.5267280306574642,
0000edd6b0b4c790f0ea,2304236,CROATÁ,2.0,
00007c4d2af83da8e877,2305803,IPU,2.0,
0000f505aae414ac8796,2305001,GUARACIABA DO NORTE,2.0,
0000f5ae0c4739309bbe,2303402,CARNAUBAL,2.0,
0000eb08e331129bc258,2312304,SÃO BENEDITO,2.0,
0000b99f0eafc3911b13,2305308,IBIAPINA,2.0,
0000f034c2f6e67e48c1,2313609,UBAJARA,2.0,
0000af895024af68efdc,2304657,GRAÇA,2.0,
0000521bf0097a265e18,2309003,MUCAMBO,2.0,
00004dc70066ec3ef6a5,2309904,PACUJÁ,2.0,
0000afbb5043191c148b,2304004,COREAÚ,2.0,
000095cb18d958afa22a,2312908,SOBRAL,1.9814105606262948,
0000eedc69430ef8f17d,2303105,CARIRÉ,2.0,
0000a10cb02c3816eff8,2311702,RERIUTABA,2.0,
0000d6961508a345d9e3,2310951,PIRES FERREIRA,2.0,
0000cfe4b0cbaa6005c2,2313955,VARJOTA,2.0,
0000aff0d69d30ef5001,2305209,HIDROLÂNDIA,1.8690154042505074,
00005d8a0bad2aa96f9b,2312205,SANTA QUITÉRIA,1.4523517363672607,
0000e1984405bc408b25,2304905,GROAÍRAS,2.0,
00002647d69066587fd3,2304350,FORQUILHA,2.0,
00002ffdb5d0132affe2,2306108,IRAUÇUBA,1.5579190405438628,
000073d98f4c0ca22cea,2303659,CATUNDA,1.0050118259341005,
00000ee7fb3dfd56300c,2313203,TAMBORIL,1.0015390986815123,
0000ea4b08c9064841e7,2308609,MONSENHOR TABOSA,1.0,
0000956f4ef5ae348941,2305605,INDEPENDÊNCIA,1.0,
0000bb307c96760bde3b,2302404,BOA VIAGEM,1.0,
0000e87580ecd64616f2,2310506,PEDRA BRANCA,1.0,
00000738842536e92b36,2313302,TAUÁ,1.0,
0000dddfe8be524c4d14,2304103,CRATEÚS,1.0,
0000b76d0fe2a487f306,2309409,NOVO ORIENTE,1.0,
0000ef93b336f196cdfd,2311264,QUITERIANÓPOLIS,1.0,
0000f30315683e6a137e,2201051,ASSUNÇÃO DO PIAUÍ,1.0,
0000e0643d3d279ada92,2308500,MOMBAÇA,1.0,
0000e49928b5004ff8dc,2301505,ARNEIROZ,1.0,
000080f475c7d98907b7,2303600,CATARINA,1.0,
00008f6ebcbc09ba450e,2310308,PARAMBU,1.0,
0000912907c0020888a6,2300408,AIUABA,1.0,
0000869c0f5f95894d8e,2311900,SABOEIRO,1.0,
0000b59e24bbea5aa2a3,2302701,CAMPOS SALES,1.0,
00001a05c43bac053c54,2300804,ANTONINA DO NORTE,1.0,
000089275a0c95acf735,2301604,ASSARÉ,1.0,
00005c285631770cf4c5,2311207,POTENGI,1.0,
000035fcbdc1f4f20e0c,2311959,SALITRE,1.0,
0000c2ce34206617480b,2301307,ARARIPE,1.0,
00006db32385e25d99c7,2208205,PIO IX,1.0,
0000ccc1baac2032b9b2,2204303,FRONTEIRAS,1.0,
00003baa132a15a31af6,2208106,PIMENTEIRAS,1.0,
0000f27b696c17127c87,2200251,ALAGOINHA DO PIAUÍ,1.0,
000014476cf61cdaa731,2210300,SÃO JULIÃO,1.0,
0000ce9bf30ad74c5068,2206506,MONSENHOR HIPÓLITO,1.0,
00009c592537cc44a25b,2204204,FRANCISCO SANTOS,1.0,
0000252ab4697bcba1c4,2209401,SANTO ANTÔNIO DE LISBOA,1.0,
00006cf49be81bf159f9,2201804,BOCAINA,1.0,
0000dc261e47819579c2,2210375,SÃO LUIS DO PIAUÍ,1.0,
00009f007e914e974058,2209856,SÃO JOÃO DA CANABRAVA,1.0,
000081cf60c66109df7d,2205599,LAGOA DO SÍTIO,1.0,
000029cd7cf3944ffd17,2211308,VALENÇA DO PIAUÍ,1.0,
0000b5d53f8cb791a3c7,2200905,AROAZES,1.0,
00009de6be57ad0c2234,2203503,ELESBÃO VELOSO,1.0,
000045abaffd58054ef2,2206902,NOVO ORIENTE DO PIAUÍ,1.0,
0000a01c4e2663390b38,2201176,BARRA D'ALCÂNTARA,1.0,
00001d187eee4826f653,2204006,FRANCINÓPOLIS,1.0,
000094a7a7af844dbf99,2211407,VÁRZEA GRANDE,1.0,
00002ff55aad878db7e6,2210979,TANQUE DO PIAUÍ,1.0,
00003e2052e41748e29f,2209377,SANTA ROSA DO PIAUÍ,1.0,
000067dcc69d7dce9095,2204808,IPIRANGA DO PIAUÍ,1.0,
00008ce1285b4a0adee6,2204709,INHUMA,1.0,
00001f39e5e90805a245,2209955,SÃO JOÃO DA VARJOTA,1.0,
0000d54faf8ddaa8cfd0,2208007,PICOS,1.0,
000075e945dd3498c4eb,2209351,SANTANA DO PIAUÍ,1.0,
000034b2e7bfd4acd4c1,2210201,SÃO JOSÉ DO PIAUÍ,1.0,
0000c531dd49db74b904,2210938,SUSSUAPARA,1.0,
0000e7643b2a18448c80,2207553,PAQUETÁ,1.0,
0000e2166e054150c597,2204352,GEMINIANO,1.0,
0000bda9c78c39db4de7,2200954,AROEIRAS DO ITAIM,1.0,
00001d49331fa8174dc5,2205201,JAICÓS,1.0,
000062a9cfcc7cdc245f,2205003,ITAINÓPOLIS,1.0,
000042bf207379d0abdb,2209104,SANTA CRUZ DO PIAUÍ,1.0,
00000517e5878bc4a7a0,2204907,ISAÍAS COELHO,1.0,
0000100c79ee0b5afdc6,2211704,WALL FERRAZ,1.0,
0000e09f794412a83048,2209500,SANTO INÁCIO DO PIAUÍ,1.0,
000022f38e20d63dd89f,2203859,FLORESTA DO PIAUÍ,1.0,
0000c55bd21bd6f8996d,2203404,DOM EXPEDITO LOPES,1.0,
0000c9b4e8fc0ed674f1,2202778,COLÔNIA DO PIAUÍ,1.0,
000029589446806d14fc,2202109,CAMPINAS DO PIAUÍ,1.0,
0000e3936fc4f421f0a2,2210391,SÃO MIGUEL DO FIDALGO,1.0,
0000af2113df169ec2ad,2211506,VERA MENDES,1.0,
0000ad725b9d06ccd6c6,2207777,PATOS DO PIAUÍ,1.0,
0000907e968dec0e64a0,2202554,CARIDADE DO PIAUÍ,1.0,
0000c2f38e68573f97d7,2203271,CURRAL NOVO DO PIAUÍ,1.0,
00003d53e7647e87ec3e,2210706,SIMÕES,1.0,
00009ba05bd402db2d07,2601102,ARARIPINA,1.0,
000001d2014e50d9d3c5,2206050,MASSAPÊ DO PIAUÍ,1.0,
0000da72a1739ce45d40,2201572,BELÉM DO PIAUÍ,1.0,
0000a2487926376321d5,2207207,PADRE MARCOS,1.0,
00006f5ca11a2373d9ff,2211605,VILA NOVA DO PIAUÍ,1.0,
0000336649504691b2bf,2202133,CAMPO GRANDE DO PIAUÍ,1.0,
000017b8066471d17f7c,2200277,ALEGRETE DO PIAUÍ,1.0,
00005f8c8d3153d40a20,2204154,FRANCISCO MACEDO,1.0,
0000e5b8f9816d035149,2202091,CALDEIRÃO GRANDE DO PIAUÍ,1.0,
0000cbd4c19061963fe6,2205953,MARCOLÂNDIA,1.0,
0000b849f919aaa68022,2607307,IPUBI,1.0,
0000539bf77d5f791d63,2602001,BODOCÓ,1.0,
0000f23049764559d1fd,2615607,TRINDADE,1.0,
0000a010d8e67c95b1dc,2605301,EXU,1.0,
000035bb51cf3d955e98,2606309,GRANITO,1.0,
0000271503ccd99c1424,2614006,SERRITA,1.0,
0000f6695d34eef285c0,2614303,MOREILÂNDIA,1.0,
000020289785bf7aeae6,2616100,VERDEJANTE,1.0,
000069c06673809103f5,2609303,MIRANDIBA,1.0,
0000f4ddc28508333bf6,2613503,SÃO JOSÉ DO BELMONTE,1.0,
0000d65bfaa3f31c88e8,2302503,BREJO SANTO,1.0,
0000948c14e1fe442137,2307205,JATI,1.0,
000059df652b256784c0,2310605,PENAFORTE,1.0,
0000f15ebf0a59211ce2,2604304,CEDRO,1.0,
000020ba2ae6505abbb4,2307106,JARDIM,1.0,
000085ebe5b289cc3b21,2311108,PORTEIRAS,1.0,
00002c6dc65a887f9de3,2308401,MISSÃO VELHA,1.0,
0000d8e4193dccd926df,2301901,BARBALHA,1.0,
000056b0109aa5e09376,2513356,SANTA INÊS,1.0,
0000866be8b9966943b5,2308104,MAURITI,1.0,
00001f6099f180a6687d,2504405,CONCEIÇÃO,1.0,
00002ebdacd84f8e1956,2308302,MILAGRES,1.0,
00003d24d74f3fb30498,2300101,ABAIARA,1.0,
0000761ab72150eab806,2302008,BARRO,1.0,
0000159493c0c9c9f0cd,2301703,AURORA,1.0,
00008f952f8a3b34f50e,2307304,JUAZEIRO DO NORTE,1.0,
0000af963b82ced74d6f,2303204,CARIRIAÇU,1.0,
00008875c484a6b92f27,2304202,CRATO,1.0,
00000999a18abfc75bfd,2309201,NOVA OLINDA,1.0,
00006588b24ee3b864cf,2312106,SANTANA DO CARIRI,1.0,
000025676bbfe6a75a65,2313252,TARRAFAS,1.0,
00009dec5aae26ee5a5b,2304301,FARIAS BRITO,1.0,
0000ef56b5496f5c8353,2300606,ALTANEIRA,1.0,
0000caacdfa0967e74af,2304806,GRANJEIRO,1.0,
00005b984fc4f204fac4,2314003,VÁRZEA ALEGRE,1.0,
0000f1099080c46c9e69,2303303,CARIÚS,1.0,
0000531567cc2630b5a2,2307403,JUCÁS,1.0,
0000ca5800880fd81f24,2300309,ACOPIARA,1.0,
0000b4aafb37fde937d3,2305506,IGUATU,1.0,
0000ae0b6936742956b8,2303808,CEDRO,1.0,
00005c26c16a9778c833,2305407,ICÓ,1.0,
00002b33a4f0da7357b9,2309508,ORÓS,1.0,
0000f7d342fb5cca0615,2311355,QUIXELÔ,1.0,
00007ffc74d131cf7a5c,2313005,SOLONÓPOLE,1.0,
000082cbc72f60cedaf7,2306900,JAGUARIBE,1.0,
00000f6215d10d35029c,2307502,LAVRAS DA MANGABEIRA,1.0,
00001dbe8e3fba65f342,2313708,UMARI,1.0,
0000548de46b913f4e6e,2513307,SANTA HELENA,1.0,
00009be138b453dedea9,2301802,BAIXIO,1.0,
00005fd48b6144285c6d,2305704,IPAUMIRIM,1.0,
0000002859e3dcbe8353,2502201,BOM JESUS,1.0,
00008274096acb505b20,2503308,CACHOEIRA DOS ÍNDIOS,1.0,
0000e28e9c7ff54cb6ab,2503704,CAJAZEIRAS,1.0,
000064f74d1ff5906a54,2514503,SÃO JOSÉ DE PIRANHAS,1.0,
000077cd0af33ff88cb8,2509602,MONTE HOREBE,1.0,
0000c4d07d0ae630fae3,2502409,BONITO DE SANTA FÉ,1.0,
0000715490d7dd3abe0b,2510006,NAZAREZINHO,1.0,
0000c39310b149eed735,2504108,CARRAPATEIRA,1.0,
000054e2284e3b030f1a,2500205,AGUIAR,1.0,
00005ac7cb9a5f40be4e,2514305,SÃO JOSÉ DE CAIANA,1.0,
0000b792dd39521ae267,2515708,SERRA GRANDE,1.0,
0000354adcbe164fe36d,2507002,ITAPORANGA,1.0,
0000d804130c54471dcc,2502607,IGARACY,1.0,
00003a0610e3524ddc09,2511301,PIANCÓ,1.0,
0000c3174b38f80d0644,2504801,COREMAS,1.0,
0000b841a289e452be55,2514206,SÃO JOSÉ DA LAGOA TAPADA,1.0,
0000696486b2b54c8b5a,2516201,SOUSA,1.0,
0000a2f17fb6ba468674,2509156,MARIZÓPOLIS,1.0,
0000821ac40d962b2f30,2500775,APARECIDA,1.0,
00007afd58b690001e00,2512101,POMBAL,1.0,
000076306aab42debfa1,2513968,SÃO DOMINGOS,1.0,
0000ded7be2c4d8decaf,2500700,SÃO JOÃO DO RIO DO PEIXE,1.0,
0000bf95648d19d6ea82,2512077,POÇO DE JOSÉ DE MOURA,1.0,
0000633669b927d2d3e0,2516805,TRIUNFO,1.0,
00002e4460690c8375c2,2502052,BERNARDINO BATISTA,1.0,
0000e35f0b3b1dcfc1e6,2513653,JOCA CLAUDINO,1.0,
0000831d468919a7480e,2516904,UIRAÚNA,1.0,
00008e4c632ba03769f3,2517209,VIEIRÓPOLIS,1.0,
000084fffe1c63c39c72,2408607,PARANÁ,1.0,
0000c3d4b02021685d30,2407005,LUÍS GOMES,1.0,
00004f85995c10cc5880,2407252,MAJOR SALES,1.0,
00006b59790f242f18cf,2512036,POÇO DANTAS,1.0,
000047d7e2a9b38d975b,2414753,VENHA-VER,1.0,
0000f9562ce5518fd23e,2412500,SÃO MIGUEL,1.0,
0000d44614dff5a41d69,2402907,CORONEL JOÃO PESSOA,1.0,
00003223e651a7262b84,2310803,PEREIRO,1.0,
00001e8081b5ec132803,2403202,DOUTOR SEVERIANO,1.0,
00009b73a9979a2ba63f,2403301,ENCANTO,1.0,
000016ec92d00230b31d,2400406,ÁGUA NOVA,1.0,
0000325a99600b1d6316,2410801,RIACHO DE SANTANA,1.0,
000091e190bf86aac6b8,2406007,JOSÉ DA PENHA,1.0,
